home,ratings,bedrooms,beds,baths,house_type,city
Condo in Austin ,4.88,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.54,3.0,3.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.93,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Guest suite in Austin ,4.78,1.0,2.0,['1'],Guest suite,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.87,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.71,3.0,7.0,['3'],Home,Austin 
Home in Austin ,4.67,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Camper/RV in Austin ,5.0,1.0,3.0,['1'],Camper/RV,Austin 
Home in Austin ,4.95,3.0,3.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,4.96,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.58,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.97,3.0,5.0,['2'],Home,Austin 
Home in Austin ,4.67,7.0,1.0,['3.5'],Home,Austin 
Condo in Austin ,4.87,1.0,2.0,['1'],Condo,Austin 
Camper/RV in Austin ,4.90,1.0,1.0,['1.5'],Camper/RV,Austin 
Guesthouse in Austin ,,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,4.96,3.0,3.0,['2.5'],Home,Austin 
Condo in Austin ,4.99,1.0,nan,0.5,Condo,Austin 
Condo in Austin ,4.81,2.0,2.0,['2'],Condo,Austin 
Home in Austin ,4.27,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.97,5.0,7.0,['3'],Home,Austin 
Home in Austin ,,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,4.36,2.0,3.0,['2'],Home,Austin 
Home in Austin ,4.72,3.0,4.0,['2.5'],Home,Austin 
Home in Lakeway ,4.81,3.0,6.0,['2.5'],Home,Lakeway 
Condo in Austin ,4.88,1.0,1.0,['1'],Condo,Austin 
Condo in Austin ,,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.76,1.0,2.0,['1'],Condo,Austin 
Loft in Austin ,5.0,1.0,1.0,['1'],Loft,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.94,1.0,1.0,0.5,Home,Austin 
Cottage in Austin ,,1.0,2.0,['1'],Cottage,Austin 
Condo in Austin ,4.75,2.0,2.0,['2.5'],Condo,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.50,2.0,2.0,['1'],Condo,Austin 
Cottage in Austin ,4.97,1.0,1.0,['1'],Cottage,Austin 
Rental unit in Austin ,,2.0,nan,['2'],Rental unit,Austin 
Home in Austin ,4.55,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,6.0,7.0,['7'],Home,Austin 
Cabin in Austin ,4.75,1.0,1.0,0.5,Cabin,Austin 
Bungalow in Austin ,4.55,2.0,2.0,['2'],Bungalow,Austin 
Home in Austin ,4.96,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.93,4.0,4.0,['2'],Home,Austin 
Home in Austin ,,4.0,4.0,['3'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,2.0,2.0,['1.5'],Home,Austin 
Cottage in Austin ,4.88,2.0,3.0,['1'],Cottage,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.78,2.0,2.0,['2'],Home,Austin 
Condo in Austin ,,2.0,2.0,['2.5'],Condo,Austin 
Home in Austin ,,4.0,1.0,['3'],Home,Austin 
Guesthouse in Austin ,4.90,2.0,3.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.98,4.0,7.0,['3'],Home,Austin 
Home in Austin ,4.79,4.0,5.0,['3.5'],Home,Austin 
Tiny home in Austin ,5.0,1.0,1.0,['1'],Tiny home,Austin 
Home in Austin ,5.0,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,4.90,2.0,2.0,['1'],Home,Austin 
Townhouse in Austin ,4.96,1.0,1.0,['1.5'],Townhouse,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,,4.0,4.0,['2'],Home,Austin 
Condo in Austin ,5.0,1.0,3.0,['1'],Condo,Austin 
Home in Austin ,4.96,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,4.79,2.0,3.0,['1'],Rental unit,Austin 
Condo in Austin ,5.0,1.0,nan,['1'],Condo,Austin 
Townhouse in Austin ,,1.0,1.0,['1.5'],Townhouse,Austin 
Rental unit in Austin ,4.36,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.93,2.0,2.0,['2.5'],Home,Austin 
Condo in Austin ,4.25,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,5.0,5.0,9.0,['5.5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.70,1.0,1.0,0.5,Home,Austin 
Cabin in Austin ,5.0,3.0,7.0,['2'],Cabin,Austin 
Home in Austin ,,1.0,nan,['1'],Home,Austin 
Home in Austin ,4.96,4.0,1.0,['3.5'],Home,Austin 
Townhouse in Austin ,4.78,3.0,4.0,['2.5'],Townhouse,Austin 
Bungalow in Austin ,5.0,3.0,3.0,['2'],Bungalow,Austin 
Home in Austin ,4.84,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.75,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,1.0,nan,['1'],Home,Austin 
Home in Austin ,,4.0,4.0,['3.5'],Home,Austin 
Home in Austin ,,2.0,3.0,['2'],Home,Austin 
Home in Austin ,4.20,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Condo in Austin ,4.40,2.0,2.0,['1.5'],Condo,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.50,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.81,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.95,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Condo in Austin ,4.88,1.0,1.0,['1.5'],Condo,Austin 
Home in Austin ,4.75,3.0,4.0,['2'],Home,Austin 
Camper/RV in Austin ,,1.0,3.0,['1'],Camper/RV,Austin 
Villa in West Lake Hills ,,3.0,4.0,['2.5'],Villa,West Lake Hills 
Rental unit in Austin ,4.59,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.72,3.0,6.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.81,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.67,4.0,3.0,['2'],Home,Austin 
Home in Austin ,4.83,1.0,1.0,0.5,Home,Austin 
Tiny home in Austin ,4.92,1.0,1.0,['1'],Tiny home,Austin 
Home in Austin ,5.0,2.0,3.0,['1'],Home,Austin 
Home in Lakeway ,,1.0,1.0,['1'],Home,Lakeway 
Rental unit in Austin ,4.86,2.0,6.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.33,1.0,nan,0.5,Rental unit,Austin 
Home in Austin ,4.78,3.0,4.0,['1.5'],Home,Austin 
Townhouse in Austin ,4.97,1.0,1.0,['1'],Townhouse,Austin 
Home in Austin ,,4.0,5.0,['3'],Home,Austin 
Home in Austin ,4.65,3.0,4.0,['1'],Home,Austin 
Home in Austin ,4.92,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Guest suite in Austin ,,2.0,3.0,['1'],Guest suite,Austin 
Home in Austin ,4.63,1.0,1.0,['0'],Home,Austin 
Rental unit in Austin ,4.97,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,2.0,1.0,['1'],Home,Austin 
Home in Austin ,4.95,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Condo in Austin ,4.86,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.40,4.0,8.0,['2'],Rental unit,Austin 
Home in Austin ,4.96,6.0,7.0,['2'],Home,Austin 
Home in Austin ,,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.90,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,9.0,1.0,['5'],Home,Austin 
Home in Austin ,4.98,1.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,4.96,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.94,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.94,3.0,3.0,['2.5'],Home,Austin 
Cottage in Austin ,,3.0,2.0,['3'],Cottage,Austin 
Home in Austin ,,3.0,6.0,['2'],Home,Austin 
Home in Austin ,5.0,4.0,5.0,['2.5'],Home,Austin 
Home in Austin ,4.87,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.36,4.0,6.0,['2.5'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.88,3.0,6.0,['2.5'],Home,Austin 
Home in Austin ,5.0,1.0,2.0,['1.5'],Home,Austin 
Townhouse in Austin ,4.15,2.0,2.0,['2'],Townhouse,Austin 
Home in Austin ,4.57,1.0,1.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.68,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,4.0,4.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['3'],Home,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.67,1.0,3.0,0.5,Home,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.59,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,5.0,5.0,['4.5'],Home,Austin 
Home in Austin ,4.76,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.70,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.83,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Guest suite in Austin ,4.72,1.0,1.0,['1'],Guest suite,Austin 
Tiny home in Austin ,4.97,1.0,1.0,['1'],Tiny home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.96,1.0,1.0,['1'],Home,Austin 
Bungalow in Austin ,4.92,3.0,4.0,['2'],Bungalow,Austin 
Home in Austin ,4.96,3.0,4.0,['2'],Home,Austin 
Home in Austin ,4.95,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,4.0,3.0,['3'],Home,Austin 
Serviced apartment in Austin ,4.84,nan,2.0,['1'],Serviced apartment,Austin 
Home in Austin ,4.52,3.0,4.0,['2'],Home,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Condo in Austin ,4.57,2.0,3.0,['2'],Condo,Austin 
Camper/RV in Austin ,,1.0,2.0,['1'],Camper/RV,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.78,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,4.90,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.92,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.86,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,2.67,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,3.67,1.0,1.0,['1.5'],Home,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,4.88,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,5.0,6.0,['4.5'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Bungalow in Austin ,4.87,4.0,1.0,['3'],Bungalow,Austin 
Home in Austin ,4.83,3.0,8.0,['3'],Home,Austin 
Home in Austin ,4.90,3.0,3.0,['3'],Home,Austin 
Home in Austin ,4.89,1.0,2.0,['1'],Home,Austin 
Guesthouse in Austin ,4.96,1.0,1.0,['1'],Guesthouse,Austin 
Townhouse in Austin ,5.0,4.0,4.0,['3.5'],Townhouse,Austin 
Camper/RV in Austin ,,nan,1.0,['0'],Camper/RV,Austin 
Home in Austin ,4.71,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.98,3.0,3.0,['2.5'],Home,Austin 
Condo in Austin ,,2.0,3.0,['1.5'],Condo,Austin 
Townhouse in Austin ,4.94,2.0,2.0,['3'],Townhouse,Austin 
Serviced apartment in Austin ,4.95,2.0,2.0,['2'],Serviced apartment,Austin 
Home in Austin ,4.93,3.0,6.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.80,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.99,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,4.82,3.0,3.0,['2.5'],Home,Austin 
Townhouse in Austin ,4.84,2.0,2.0,['1'],Townhouse,Austin 
Home in Austin ,4.97,2.0,2.0,['1'],Home,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Hotel in Austin ,,2.0,2.0,['2'],Hotel,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Home in Austin ,4.87,nan,1.0,['1'],Home,Austin 
Condo in Austin ,4.86,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,5.0,2.0,3.0,['1'],Home,Austin 
Townhouse in Austin ,4.65,3.0,4.0,['2'],Townhouse,Austin 
Home in Austin ,4.91,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.78,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.94,4.0,4.0,['3'],Home,Austin 
Home in Austin ,4.87,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.93,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.90,3.0,5.0,['2.5'],Home,Austin 
Condo in Austin ,,2.0,2.0,['2'],Condo,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.96,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.57,3.0,4.0,['2'],Home,Austin 
Condo in Austin ,4.92,1.0,1.0,['1'],Condo,Austin 
Guesthouse in Austin ,5.0,2.0,4.0,['1.5'],Guesthouse,Austin 
Home in Austin ,4.22,1.0,1.0,['1.5'],Home,Austin 
Villa in Austin ,4.63,8.0,2.0,['5.5'],Villa,Austin 
Rental unit in Austin ,4.88,1.0,3.0,['1'],Rental unit,Austin 
Cottage in Austin ,4.98,1.0,1.0,['1'],Cottage,Austin 
Condo in Austin ,4.81,nan,1.0,['1'],Condo,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.94,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,4.77,4.0,7.0,['2'],Home,Austin 
Home in Austin ,5.0,4.0,5.0,['3'],Home,Austin 
Townhouse in Austin ,5.0,1.0,1.0,0.5,Townhouse,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Serviced apartment in Austin ,4.94,1.0,1.0,['1'],Serviced apartment,Austin 
Guesthouse in Austin ,4.97,2.0,3.0,['2'],Guesthouse,Austin 
Home in Austin ,4.56,3.0,4.0,['2.5'],Home,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Hotel in Austin ,,1.0,2.0,['1'],Hotel,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Home in Austin ,4.88,3.0,5.0,['2'],Home,Austin 
Home in Austin ,4.87,3.0,4.0,['2'],Home,Austin 
Condo in Austin ,4.88,2.0,2.0,['1'],Condo,Austin 
Home in Austin ,4.94,2.0,2.0,['2'],Home,Austin 
Condo in Austin ,4.92,nan,1.0,['1'],Condo,Austin 
Rental unit in Austin ,4.94,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.95,2.0,2.0,['2'],Rental unit,Austin 
Cottage in Austin ,5.0,2.0,3.0,['2'],Cottage,Austin 
Guesthouse in Austin ,4.95,1.0,1.0,['1'],Guesthouse,Austin 
Tiny home in Austin ,,2.0,2.0,['2'],Tiny home,Austin 
Rental unit in Austin ,4.88,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.95,3.0,3.0,['2'],Home,Austin 
Guest suite in Austin ,4.94,1.0,1.0,['1'],Guest suite,Austin 
Cabin in Austin ,4.90,2.0,4.0,['1'],Cabin,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Cottage in Austin ,4.56,3.0,3.0,['1'],Cottage,Austin 
Vacation home in Austin ,4.91,5.0,6.0,['5'],Vacation home,Austin 
Camper/RV in Austin ,5.0,1.0,2.0,['1'],Camper/RV,Austin 
Home in Austin ,,6.0,1.0,['6.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Serviced apartment in Austin ,,2.0,3.0,['2'],Serviced apartment,Austin 
Guest suite in Austin ,4.97,1.0,1.0,['1'],Guest suite,Austin 
Vacation home in Austin ,5.0,1.0,2.0,['1'],Vacation home,Austin 
Condo in Austin ,5.0,1.0,1.0,['1'],Condo,Austin 
Guesthouse in Austin ,4.59,1.0,1.0,['1'],Guesthouse,Austin 
Guesthouse in Austin ,5.0,nan,1.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Condo in Austin ,4.83,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.91,1.0,1.0,['1'],Home,Austin 
